Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784596009,20,,Aggregated,1.400000,0.000000,5900,8100,8500,8600,9000,9000,9200,9200,9200,9200,9200,42,0,5900,5786.034055284246,1500.4151400644332,9166.974332998507,0.0
1784596010,20,,Aggregated,1.800000,0.000000,5900,8200,8600,8800,9000,9000,9200,9200,9200,9200,9200,44,0,5900,5826.461694338253,1500.4151400644332,9166.974332998507,0.0
1784596011,20,,Aggregated,1.800000,0.000000,5900,8200,8600,8800,9000,9000,9200,9200,9200,9200,9200,44,0,5900,5826.461694338253,1500.4151400644332,9166.974332998507,0.0
1784596012,20,,Aggregated,1.800000,0.000000,5900,8200,8600,8800,9000,9000,9200,9200,9200,9200,9200,45,0,5900,5895.115895574499,1500.4151400644332,9166.974332998507,0.0
1784596013,20,,Aggregated,1.700000,0.000000,5900,8200,8600,8800,9000,9000,9200,9200,9200,9200,9200,46,0,5900,5873.457423563156,1500.4151400644332,9166.974332998507,0.0
1784596014,20,,Aggregated,1.700000,0.000000,5900,8200,8600,8800,9000,9100,9400,9400,9400,9400,9400,48,0,5900,5945.706262454526,1500.4151400644332,9411.044901935384,0.0
1784596015,20,,Aggregated,1.700000,0.000000,6000,8300,8800,8900,9100,9400,9400,9500,9500,9500,9500,52,0,5900,6098.641497130022,1500.4151400644332,9454.095860943198,0.0
1784596016,20,,Aggregated,1.600000,0.000000,5900,8300,8800,8900,9200,9400,9400,9500,9500,9500,9500,55,0,5900,6067.290286668999,1500.4151400644332,9454.095860943198,0.0
1784596017,20,,Aggregated,1.600000,0.000000,5900,8300,8800,8900,9200,9400,9400,9500,9500,9500,9500,55,0,5900,6067.290286668999,1500.4151400644332,9454.095860943198,0.0
1784596018,20,,Aggregated,1.900000,0.000000,6000,8500,8900,9000,9400,9400,9500,11000,11000,11000,11000,57,0,6000,6204.898402258231,1500.4151400644332,10613.965143915266,0.0
1784596019,20,,Aggregated,1.900000,0.000000,6100,8600,8900,9000,9400,11000,11000,11000,11000,11000,11000,59,0,6100,6357.257705436372,1500.4151400644332,10718.778343987651,0.0
1784596020,20,,Aggregated,1.500000,0.000000,6100,8600,8900,9000,9400,11000,11000,11000,11000,11000,11000,61,0,6100,6338.561285945556,937.9398659802973,10718.778343987651,0.0
1784596021,20,,Aggregated,1.700000,0.000000,6100,8600,9000,9100,9400,11000,11000,11000,11000,11000,11000,64,0,6100,6436.183566493128,937.9398659802973,10720.495507935993,0.0
1784596022,20,,Aggregated,1.700000,0.000000,6700,8600,9000,9100,9500,11000,11000,11000,11000,11000,11000,66,0,6100,6504.6229534024005,937.9398659802973,10720.495507935993,0.0
1784596023,20,,Aggregated,1.700000,0.000000,6700,8600,9000,9100,9500,11000,11000,11000,11000,11000,11000,66,0,6100,6504.6229534024005,937.9398659802973,10720.495507935993,0.0
1784596024,20,,Aggregated,1.900000,0.000000,6700,8600,9000,9100,9500,11000,11000,11000,11000,11000,11000,67,0,6700,6507.782549873592,937.9398659802973,10720.495507935993,0.0
1784596025,20,,Aggregated,2.100000,0.000000,6700,8600,9000,9100,9500,11000,11000,11000,11000,11000,11000,68,0,6100,6489.344691758401,937.9398659802973,10720.495507935993,0.0
1784596026,20,,Aggregated,2.100000,0.000000,6700,8600,9000,9200,11000,11000,11000,11000,11000,11000,11000,69,0,6700,6550.024613964142,937.9398659802973,10720.495507935993,0.0
1784596027,20,,Aggregated,1.500000,0.000000,6700,8800,9000,9300,11000,11000,11000,11000,11000,11000,11000,70,0,6700,6614.466700978976,937.9398659802973,11060.970705002546,0.0
1784596028,20,,Aggregated,1.500000,0.000000,6700,8800,9000,9300,11000,11000,11000,11000,11000,11000,11000,71,0,6700,6675.184816135173,937.9398659802973,11060.970705002546,0.0
1784596029,20,,Aggregated,1.400000,0.000000,6700,8800,9100,9400,11000,11000,11000,11000,11000,11000,11000,74,0,6700,6769.237208453863,937.9398659802973,11060.970705002546,0.0
1784596030,20,,Aggregated,1.400000,0.000000,6700,8800,9100,9400,11000,11000,11000,11000,11000,11000,11000,75,0,6700,6766.183230661166,937.9398659802973,11060.970705002546,0.0
1784596031,20,,Aggregated,1.500000,0.000000,6700,8900,9200,9400,11000,11000,11000,11000,11000,11000,11000,77,0,6700,6869.156703071717,937.9398659802973,11060.970705002546,0.0
1784596032,20,,Aggregated,1.500000,0.000000,6700,8900,9200,9400,11000,11000,11000,11000,11000,11000,11000,77,0,6700,6869.156703071717,937.9398659802973,11060.970705002546,0.0
1784596033,20,,Aggregated,1.400000,0.000000,7700,8900,9300,9400,11000,11000,11000,12000,12000,12000,12000,78,0,6700,6930.842762993565,937.9398659802973,11680.669376975857,0.0
1784596034,20,,Aggregated,1.400000,0.000000,7700,8900,9400,9500,11000,11000,12000,12000,12000,12000,12000,79,0,7700,6988.9624046023255,937.9398659802973,11680.669376975857,0.0
1784596035,20,,Aggregated,1.200000,0.000000,8100,9000,9400,11000,11000,11000,12000,12000,12000,12000,12000,83,0,8100,7153.206048223347,937.9398659802973,11680.669376975857,0.0
1784596036,20,,Aggregated,1.100000,0.000000,8100,9000,9400,11000,11000,11000,12000,12000,12000,12000,12000,85,0,8100,7186.4285623928645,937.9398659802973,11680.669376975857,0.0
1784596037,20,,Aggregated,1.600000,0.000000,8200,9000,9400,11000,11000,11000,12000,12000,12000,12000,12000,86,0,8100,7208.655778004593,937.9398659802973,11680.669376975857,0.0
1784596038,20,,Aggregated,1.600000,0.000000,8200,9100,9500,11000,11000,11000,12000,12000,12000,12000,12000,88,0,8200,7299.240201765893,937.9398659802973,11680.669376975857,0.0
1784596039,20,,Aggregated,1.600000,0.000000,8200,9100,9500,11000,11000,11000,12000,12000,12000,12000,12000,88,0,8200,7299.240201765893,937.9398659802973,11680.669376975857,0.0
1784596040,20,,Aggregated,1.600000,0.000000,8200,9000,9400,11000,11000,11000,12000,12000,12000,12000,12000,89,0,8200,7308.306150341124,937.9398659802973,11680.669376975857,0.0
1784596041,20,,Aggregated,1.700000,0.000000,8200,9100,9500,11000,11000,11000,12000,12000,12000,12000,12000,90,0,8200,7355.371905648563,937.9398659802973,11680.669376975857,0.0
1784596042,20,,Aggregated,1.400000,0.000000,8200,9100,9500,11000,11000,11000,12000,12000,12000,12000,12000,93,0,8200,7407.179090370905,937.9398659802973,11680.669376975857,0.0
1784596043,20,,Aggregated,1.400000,0.000000,8300,9100,9800,11000,11000,11000,12000,12000,12000,12000,12000,94,0,8200,7448.546881175679,937.9398659802973,11680.669376975857,0.0
1784596044,20,,Aggregated,1.300000,0.000000,8500,9200,11000,11000,11000,11000,12000,12000,12000,12000,12000,96,0,8300,7526.823808962945,937.9398659802973,11680.669376975857,0.0
1784596045,20,,Aggregated,1.300000,0.000000,8500,9200,11000,11000,11000,11000,12000,12000,12000,12000,12000,96,0,8300,7526.823808962945,937.9398659802973,11680.669376975857,0.0
1784596046,20,,Aggregated,1.300000,0.000000,8500,9200,11000,11000,11000,11000,12000,12000,12000,12000,12000,96,0,8300,7526.823808962945,937.9398659802973,11680.669376975857,0.0
1784596047,20,,Aggregated,1.300000,0.000000,8500,9200,11000,11000,11000,11000,12000,12000,12000,12000,12000,96,0,8300,7526.823808962945,937.9398659802973,11680.669376975857,0.0
1784596048,20,,Aggregated,1.300000,0.000000,8300,9200,11000,11000,11000,11000,12000,12000,12000,12000,12000,101,0,8300,7528.725202609139,937.9398659802973,11680.669376975857,0.0
1784596049,20,,Aggregated,1.300000,0.000000,8300,9200,11000,11000,11000,11000,12000,12000,12000,12000,12000,101,0,8300,7528.725202609139,937.9398659802973,11680.669376975857,0.0
1784596050,20,,Aggregated,1.300000,0.000000,8500,9400,11000,11000,11000,11000,12000,12000,12000,12000,12000,105,0,8500,7616.28667572735,937.9398659802973,11680.669376975857,0.0
1784596051,20,,Aggregated,1.300000,0.000000,8500,9400,11000,11000,11000,11000,12000,12000,12000,12000,12000,107,0,8500,7674.815792198702,937.9398659802973,11680.669376975857,0.0
1784596052,20,,Aggregated,1.300000,0.000000,8600,9400,11000,11000,11000,11000,12000,12000,12000,12000,12000,108,0,8500,7703.0614197709065,937.9398659802973,11680.669376975857,0.0
1784596053,20,,Aggregated,1.300000,0.000000,8600,9400,11000,11000,11000,11000,12000,12000,12000,12000,12000,108,0,8500,7703.0614197709065,937.9398659802973,11680.669376975857,0.0
1784596054,20,,Aggregated,1.600000,0.000000,8600,9400,11000,11000,11000,11000,12000,12000,12000,12000,12000,110,0,8500,7685.698075548068,937.9398659802973,11680.669376975857,0.0
1784596055,20,,Aggregated,1.500000,0.000000,8600,9400,11000,11000,11000,11000,12000,12000,12000,12000,12000,111,0,8600,7723.195187831381,937.9398659802973,11847.877538995817,0.0
1784596056,20,,Aggregated,1.500000,0.000000,8600,9400,11000,11000,11000,11000,12000,12000,12000,12000,12000,111,0,8600,7723.195187831381,937.9398659802973,11847.877538995817,0.0
1784596057,20,,Aggregated,1.400000,0.000000,8600,9500,11000,11000,11000,11000,12000,12000,12000,12000,12000,114,0,8600,7751.482381002381,937.9398659802973,11847.877538995817,0.0
1784596058,20,,Aggregated,1.500000,0.000000,8800,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,117,0,8800,7853.606438258281,937.9398659802973,11930.863211979158,0.0
1784596059,20,,Aggregated,1.500000,0.000000,8800,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,119,0,8800,7869.844859683135,937.9398659802973,11930.863211979158,0.0
1784596060,20,,Aggregated,1.800000,0.000000,8800,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,120,0,8600,7853.417763743589,937.9398659802973,11930.863211979158,0.0
1784596061,20,,Aggregated,1.800000,0.000000,8600,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,123,0,8600,7783.260535538704,937.9398659802973,11930.863211979158,0.0
1784596062,20,,Aggregated,1.600000,0.000000,8600,9500,11000,11000,11000,12000,12000,12000,12000,12000,12000,124,0,8600,7787.0744485501955,937.9398659802973,11930.863211979158,0.0
1784596063,20,,Aggregated,1.600000,0.000000,8600,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,125,0,8600,7813.207632633857,937.9398659802973,11930.863211979158,0.0
1784596064,20,,Aggregated,1.600000,0.000000,8600,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,125,0,8600,7813.207632633857,937.9398659802973,11930.863211979158,0.0
1784596065,20,,Aggregated,1.600000,0.000000,8600,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,125,0,8600,7813.207632633857,937.9398659802973,11930.863211979158,0.0
1784596066,20,,Aggregated,1.700000,0.000000,8800,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,129,0,8800,7916.119995288725,937.9398659802973,11930.863211979158,0.0
1784596067,20,,Aggregated,1.700000,0.000000,8800,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,129,0,8800,7916.119995288725,937.9398659802973,11930.863211979158,0.0
1784596068,20,,Aggregated,1.400000,0.000000,8900,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,132,0,8800,7983.449749676793,937.9398659802973,11930.863211979158,0.0
1784596069,20,,Aggregated,1.400000,0.000000,8900,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,132,0,8800,7983.449749676793,937.9398659802973,11930.863211979158,0.0
1784596070,20,,Aggregated,1.500000,0.000000,8900,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,134,0,8800,7991.338646555417,937.9398659802973,11930.863211979158,0.0
1784596071,20,,Aggregated,1.500000,0.000000,8900,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,134,0,8800,7991.338646555417,937.9398659802973,11930.863211979158,0.0
1784596072,20,,Aggregated,1.300000,0.000000,8900,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,137,0,8900,8053.080384463181,937.9398659802973,11930.863211979158,0.0
1784596073,20,,Aggregated,1.300000,0.000000,8900,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,139,0,8900,8092.834960333434,937.9398659802973,11930.863211979158,0.0
1784596074,20,,Aggregated,1.100000,0.000000,8900,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,140,0,8900,8114.245802588994,937.9398659802973,11930.863211979158,0.0
1784596075,20,,Aggregated,1.100000,0.000000,8900,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,142,0,8900,8097.915291517291,937.9398659802973,11930.863211979158,0.0
1784596076,20,,Aggregated,1.100000,0.000000,8900,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,142,0,8900,8097.915291517291,937.9398659802973,11930.863211979158,0.0
1784596077,20,,Aggregated,1.400000,0.000000,8900,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,143,0,8900,8121.4788059607945,937.9398659802973,11930.863211979158,0.0
1784596078,20,,Aggregated,1.700000,0.000000,9000,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,145,0,9000,8174.248017650901,937.9398659802973,11960.898297955282,0.0
1784596079,20,,Aggregated,1.300000,0.000000,9000,11000,11000,11000,11000,12000,12000,12000,12000,12000,12000,146,0,9000,8198.16735442026,937.9398659802973,11960.898297955282,0.0
1784596080,20,,Aggregated,1.300000,0.000000,9000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,149,0,9000,8223.602770230007,937.9398659802973,11960.898297955282,0.0
1784596081,20,,Aggregated,1.300000,0.000000,9000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,150,0,9000,8245.467664495422,937.9398659802973,11960.898297955282,0.0
1784596082,20,,Aggregated,1.300000,0.000000,9000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,150,0,9000,8245.467664495422,937.9398659802973,11960.898297955282,0.0
1784596083,20,,Aggregated,1.500000,0.000000,9000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,151,0,9000,8265.645747736793,937.9398659802973,11960.898297955282,0.0
1784596084,20,,Aggregated,1.600000,0.000000,9100,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,152,0,9000,8289.780245969028,937.9398659802973,11960.898297955282,0.0
1784596085,20,,Aggregated,1.400000,0.000000,9100,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,155,0,9100,8355.002901459773,937.9398659802973,11960.898297955282,0.0
1784596086,20,,Aggregated,1.200000,0.000000,9100,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,156,0,9100,8327.976599059557,937.9398659802973,11960.898297955282,0.0
1784596087,20,,Aggregated,1.200000,0.000000,9100,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,157,0,9100,8347.16978072853,937.9398659802973,11960.898297955282,0.0
1784596088,20,,Aggregated,1.300000,0.000000,9200,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,159,0,9200,8385.638141474517,937.9398659802973,11960.898297955282,0.0
1784596089,20,,Aggregated,1.300000,0.000000,9200,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,161,0,9200,8365.953206201808,937.9398659802973,11960.898297955282,0.0
1784596090,20,,Aggregated,1.300000,0.000000,9200,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,161,0,9200,8365.953206201808,937.9398659802973,11960.898297955282,0.0
1784596091,20,,Aggregated,1.500000,0.000000,9300,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,162,0,9200,8390.467501280651,937.9398659802973,12337.269008974545,0.0
1784596092,20,,Aggregated,1.300000,0.000000,9400,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,165,0,9400,8460.619517469384,937.9398659802973,12349.175213021226,0.0
1784596093,20,,Aggregated,1.100000,0.000000,9400,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,166,0,9400,8483.274450171486,937.9398659802973,12349.175213021226,0.0
1784596094,20,,Aggregated,1.100000,0.000000,9400,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,168,0,9400,8523.958787110003,937.9398659802973,12349.175213021226,0.0
1784596095,20,,Aggregated,1.100000,0.000000,9400,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,168,0,9400,8523.958787110003,937.9398659802973,12349.175213021226,0.0
1784596096,20,,Aggregated,1.700000,0.000000,9400,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,170,0,9400,8522.50018781462,937.9398659802973,12349.175213021226,0.0
1784596097,20,,Aggregated,1.700000,0.000000,9400,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,170,0,9400,8522.50018781462,937.9398659802973,12349.175213021226,0.0
1784596098,20,,Aggregated,1.400000,0.000000,9400,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,173,0,9400,8569.53853165066,937.9398659802973,12349.175213021226,0.0
1784596099,20,,Aggregated,1.400000,0.000000,9500,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,174,0,9400,8581.755836790659,937.9398659802973,12349.175213021226,0.0
1784596100,20,,Aggregated,1.500000,0.000000,9700,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,176,0,9500,8601.850176066033,937.9398659802973,12349.175213021226,0.0
1784596101,20,,Aggregated,1.300000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,180,0,9700,8603.445190409871,937.9398659802973,12349.175213021226,0.0
1784596102,20,,Aggregated,1.300000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,180,0,9700,8603.445190409871,937.9398659802973,12349.175213021226,0.0
1784596103,20,,Aggregated,1.400000,0.000000,9700,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,181,0,9700,8565.984864667114,937.9398659802973,12349.175213021226,0.0
1784596104,20,,Aggregated,1.600000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,185,0,9800,8592.352105890452,937.9398659802973,12349.175213021226,0.0
1784596105,20,,Aggregated,1.600000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,186,0,9700,8597.93282877804,937.9398659802973,12349.175213021226,0.0
1784596106,20,,Aggregated,1.600000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,188,0,9800,8612.859134349917,937.9398659802973,12349.175213021226,0.0
1784596107,20,,Aggregated,1.600000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,189,0,9800,8582.471434860958,937.9398659802973,12349.175213021226,0.0
1784596108,20,,Aggregated,1.800000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,190,0,9700,8551.968486014583,937.9398659802973,12349.175213021226,0.0
1784596109,20,,Aggregated,1.900000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,192,0,9700,8536.622587139695,937.9398659802973,12349.175213021226,0.0
1784596110,20,,Aggregated,1.700000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,193,0,9800,8545.910298895487,937.9398659802973,12349.175213021226,0.0
1784596111,20,,Aggregated,1.700000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,195,0,9800,8552.833304814516,937.9398659802973,12349.175213021226,0.0
1784596112,20,,Aggregated,1.700000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,195,0,9800,8552.833304814516,937.9398659802973,12349.175213021226,0.0
1784596113,20,,Aggregated,1.600000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,196,0,9800,8563.14468886632,937.9398659802973,12349.175213021226,0.0
1784596114,20,,Aggregated,1.500000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,198,0,9800,8583.436415459599,937.9398659802973,12349.175213021226,0.0
1784596115,20,,Aggregated,1.500000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,199,0,9800,8594.733653577798,937.9398659802973,12349.175213021226,0.0
1784596116,20,,Aggregated,1.500000,0.000000,9800,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,199,0,9800,8594.733653577798,937.9398659802973,12349.175213021226,0.0
1784596117,20,,Aggregated,1.300000,0.000000,9900,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,203,0,9900,8615.49843507796,937.9398659802973,12349.175213021226,0.0
1784596118,20,,Aggregated,1.300000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,207,0,10000,8638.744690357078,937.9398659802973,12349.175213021226,0.0
1784596119,20,,Aggregated,1.300000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,210,0,9900,8598.608662352697,937.9398659802973,12349.175213021226,0.0
1784596120,20,,Aggregated,1.300000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,210,0,9900,8598.608662352697,937.9398659802973,12349.175213021226,0.0
1784596121,20,,Aggregated,1.900000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,211,0,10000,8610.552080820305,937.9398659802973,12349.175213021226,0.0
1784596122,20,,Aggregated,1.800000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,212,0,10000,8622.840292929706,937.9398659802973,12349.175213021226,0.0
1784596123,20,,Aggregated,1.800000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,212,0,10000,8622.840292929706,937.9398659802973,12349.175213021226,0.0
1784596124,20,,Aggregated,1.500000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,213,0,10000,8592.58556917382,937.9398659802973,12349.175213021226,0.0
1784596125,20,,Aggregated,1.500000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,213,0,10000,8592.58556917382,937.9398659802973,12349.175213021226,0.0
1784596126,20,,Aggregated,1.700000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,216,0,10000,8602.145256602347,937.9398659802973,12349.175213021226,0.0
1784596127,20,,Aggregated,1.600000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,217,0,10000,8612.916968429186,937.9398659802973,12349.175213021226,0.0
1784596128,20,,Aggregated,1.400000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,219,0,10000,8633.12695846153,937.9398659802973,12349.175213021226,0.0
1784596129,20,,Aggregated,1.500000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,221,0,10000,8652.704229258628,937.9398659802973,12349.175213021226,0.0
1784596130,20,,Aggregated,1.400000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,224,0,10000,8654.980781946506,937.9398659802973,12349.175213021226,0.0
1784596131,20,,Aggregated,1.000000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,225,0,10000,8663.511196390933,937.9398659802973,12349.175213021226,0.0
1784596132,20,,Aggregated,1.300000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,228,0,10000,8648.427452166512,937.9398659802973,12349.175213021226,0.0
1784596133,20,,Aggregated,1.400000,0.000000,10000,11000,11000,11000,12000,12000,12000,12000,12000,12000,12000,230,0,10000,8662.758676652067,937.9398659802973,12349.175213021226,0.0
